generation,microbe,max_distance,distance_travelled,parent1,parent2,chromosome
0,0,0,0,-1,-1,111000111111100000100100101000001101000110000111010110111100011111000010010111001001010101011001100110001010000101001100111111110110010000001101010010101001110101111100100011111101000011000001110000110101001100111000001010100011010100
0,1,15.44302,18.31134,-1,-1,010010010000110111101100001011010010100100001011111000101110000111100101000001011011111111101011101111100100010110101100110101111011101100001010101101101111010100011111100101011000010101101001001111111011001110001100001111110011010011
0,2,3.086861,23.26989,-1,-1,000100110110101111001011010000010101111000010001101101010101100001000010101100101100101010110100101111110000101010101111110101011101101110001011010101100011011011010110101100101001111100111101111101100101011101110000011011010100011001
0,3,4.221365,29.61902,-1,-1,000001101100000101000000110001101101111001110101010110110001011010001111110100100000100000101000000011000011011001100001011111100000110011001110101000111000011111010000000110001001100011101110000110011111101000101010000110001011011010
0,4,0,4.18574,-1,-1,111111000110010000111101010000111010100000100100011110111000010110111100111011100110001001011011100011110101001001110001111001111010010010001100111001100100010111100000001111101011100011001110011110100010100100111100000100001110001111
0,5,8.574706,8.633512,-1,-1,101110111011100101001011100111100100101100111100000100111100110000011110001110001100101001101000000100010111111100001110010101001101010011111000110110101000111001100011000001000000111101110000010101111111111010111010011111001101010111
0,6,13.44471,29.09659,-1,-1,000111110100001100011011010001010010011011101010000110011001010110100110100011101011100101110101110001000110010010010001011101010100011111100000111110101010100000100011100100111011000001110001100100010000100010010111000010110111010111
0,7,5.507076,105.2415,-1,-1,100111100001001011001000110010111000000001110110101010101110000110000100011110110000000111100110011001111110110001110011110000100011110101000011110111100001100110101111100011011100011110001100010100110011001001111100101000100100011101
0,8,0.006026893,4.403777,-1,-1,000111111110010001010101011001101101111001101110100100101100011111101011110011101000010011101010010110111011110101110011011000001011011000101111000110111110000100010110101111001010010010011001101000100010000100111000100100010010001011
0,9,0.1718482,1.488391,-1,-1,001101100100001001110100000111011101111100111001001100100101000100110000011001011011111000100110001101000001011111011011101100111011000001100111011000001001111000001101101110000000100101000101100111011101100110010101000011011000001010
0,10,0,0.1717902,-1,-1,011100001111101000101100001101110001101100111011010000110101110010000110100101001101100101010010001111101011110110110110011011001101011100010111100110010010110101111101011010000010111100111000110110010100111110011010011010110100100110
0,11,38.55585,68.99204,-1,-1,000101100000010011110111111100010011100010100001110001100101110001110100001010101110101110111100111111111010101111010110000001000110000100011001011111010101101100100111011101000010111010011010010110010001010010111000010001010101011110
0,12,0.8385084,42.43766,-1,-1,001011011100110100101110000011010100101001000011000011001100101111110101011101100100100001111110111110101111001010110100101100111000010011110100000001111011100011001100111001000000010010110101111001011010100000001011100101001000111111
0,13,0,0.9216172,-1,-1,110111011001100000001100100110111100110010001011101001000011111011100111001100110111001011100010110000001100100100111101010000011101110001101000110111100000000011001011101000010000111110101111101110101101111100100111110111110100101100
0,14,8.530898,30.61864,-1,-1,010111100000000100010001010011110110100110011011000011111010111110000101101111111011110111001000111111000010001011111100100100111100111111001010001001100001010110010100110110101101101000101100101000101111011011011000001010000101110101
0,15,0.1390132,20.11416,-1,-1,001100010101000101111001000110111011001001000001111101011011100110001101001001100101111111111110101001110000101011111111001101001110010101110101101111010001101111100110010010111011010001101111001011110001100110010101101010000110101111
0,16,2.544904,6.084707,-1,-1,001101110010010111100100010010100110000101011001111111100111010000001001001001100100011110101100010011101111001101110110000010101010110101000111011000110010111110100010101111000110101110110001111011111111110100011011100100101100001011
0,17,15.41248,46.93331,-1,-1,011111100001111011011001010110111100000100110001011010110101001010100101001010101010101001011111111110100000101101010000011110110100001001001000100101100111010111111111101101100001101101111111110001001101110010011100011111001100010111
0,18,0,15.69958,-1,-1,001001100010100000010100010001011111011111000100000000010000101101011110100101011010110111101010100010010111000011110100101110101001010111011100011101000100000100110000001111110101100011110101110000010101001110111110100011111011000000
0,19,0,0,-1,-1,000001001110000000000000010101010001101011001010010001111010110101110111011000100001000111010001101111011111001000101110101100101100101110100001000011000001100001000111011010001100010010100100010001001001100010000011110101001010011011
0,20,0.06457961,0.1825183,-1,-1,001010111001100001000101100100110011101110111000101100000001011101111011010110010001110000101110110100011100001110000011010001010000111001001011010101101011110011010011001100110010011000001101000110001110000010010001101100010100110101
0,21,8.749089,10.53757,-1,-1,110101110100001111100101000011111110100101011111001001101001011011000100110100010111001111100001110111001010011001011001000100110110000111000001001110001000101000001101110001001100001000111001101111110101011110111101011010010010111101
0,22,10.66539,19.53647,-1,-1,010101001111100010000011110111101100101000001011010111111000001000001111100100111000101110110001111011010011101001101100111010011111111110111100001101111111100011101101101100101100000110011100101010100101100101011101100100010110001001
0,23,0,10.63101,-1,-1,100011110010001000100100001111000100111010001100000011011101101001000101000000110000001110101001111110101001001001100000110100111100101111001011000011111101110111010000001100100111111110010100011001111010100010101100010100011100100001
0,24,2.158411,8.56847,-1,-1,111001101101001011010011001000111000001010011001010011111101011100010111100100010111111100101110111100111111100000001110111001001110000111011000100110101010111101110001011010101111110011100010111010001000111000010110010111100100000111
0,25,1.509571,14.84431,-1,-1,111110101001010001100000010100010101111010010010010010100100000010011001001110001100101111000110011001100010000011101100110110110000011001100100011100011111101110111000001101101011011100011101010111100000100110001000110110100100110111
0,26,6.008069,8.166626,-1,-1,110110101110001110100101000101100001011101001010101001000010010100100111110111000011000101011111010011100110010101101001010110001000110010010100011100110111011010111001111000101111001011001010111101010011010011111011001100110001100010
0,27,0.0434871,6.031955,-1,-1,101111011100010001100110101111010100100111110101001010010110010010011001001101110110101110000001101101110100110101110001110101111001000100010000100100110101011111110001101010010001011111000110101101001111110010110001110100110000110101
0,28,0.3876205,3.688189,-1,-1,011111010100101011010100000100010100001001101000111110111000110001000101101010001010110100000101101101110101100010001011110111111111010010000001010000111001011010110110100011111010010011111111001001100100001011101100000011100100100101
0,29,0.1277631,0.8097915,-1,-1,111111001010100001100110010011101111110101000000100011001100110010111000100011100010010001111100110111000100101001100101011010110001001101110101011001010001100101001101101110110100101110010011010110101001100010100111100010011011111001
1,0,11.71341,48.13321,17,11,011111100001111011011001010110111100000100110001011010110101001010100101001010101110101110111100111111111010101111010110000001000110000100011001011111010101101100100111011101000010111010011010010110010001010010111000010001010101011110
1,1,8.598849,21.86757,21,11,110101110100001111100101000011111110100101011111001001101001011011000100110100010111001111100001110111001010011001011001000100110110000111000001001110001000101000001101110001001100001000111001101111110101011110111101011010010010111110
1,2,10.57542,19.39515,22,11,010101001111100010000011110111101100101000001011010111111000001000001111100100111000101110110001111011010011101001101100111010011110000100011001011111010101101100100111011101000010111010011010010110010001010010111000010001010101011110
1,3,10.4231,21.44156,22,11,010101001111100010000011110111101100101000001011010111111000001000001111100100111000101110111100111111111010101111010110000001000110000100011001011111010101101100100111011101000010111010011010010110010001010010111000010001010101011110
1,4,11.02152,21.60027,22,11,010101001111100010000011110111101100101000001011010111111000001100001111100100111000101110110001111011010011101001101100111010010110000100011001011111010101101100100111011101000010111010011010010110010001010010111000010001010101011110
1,5,6.010819,17.63016,26,11,110110101110001110100101000101100001011101001010101001000010010100100111110111000011000101011111010011100110010101101001010110001000110010010100011100110111011010111001111000101111001011001010111110010001010010111000010001010101011110
1,6,5.711555,11.72923,1,11,010010010000110111101100001011010010100100001011111000101110000111100100001010101110101110111100111111111010101111010010000001000110000100011001011111010101101100100111011101000010111010011010010110010001010010111000010001010101011110
1,7,9.568155,16.45599,1,11,010010010000110011110111111100010011100010100001110001100101110001110100001010101110101110111100111111111010101111010110000001000110000100011001011111010101101100100111011101000010111010011010010110010001010010111000010001010101011110
1,8,8.562367,18.00154,5,11,101110111011100101001011100111100100101100111100000100111100110000011110001110001100101001101000000100010111111100001110010101001101010011111000110110101000111001100011000001000000111101110000010101111111111010111010011111001101011110
1,9,5.818054,99.52457,7,11,100111100001001011001000110010111000000001110110101010101110000110000100011110110000000111100110111001111110110001110011110000100011110101000011110111100001100110101111100011011100011110001100010100110011010010111000010001010101011110
1,10,34.05466,73.34467,11,17,000101100000010011110111111100010011100010100001110001100101110001110100001010101110101110111100111111111010101111010110000001000110000100011001011111010101101100100111011101000010111010011010010001001101110010011100011111001100010111
1,11,9.683885,83.05983,11,22,000101100000010011110111111100010011101000001011010111111000001000001111100100111000101110110001111011010011101001101100111010011111111110111100001101111111100011101101101100101100000110011100111010100101100101011101100100010110001001
1,12,39.63265,75.67793,11,1,000101100000010011110111111100010011100010100001110001100101110001110100001010101110101110111100111111111010101111010110000001000110000100011001011101101111010100011111100101011000010101101001001111111011001110001100001111110011010011
1,13,16.80215,79.19174,11,6,000101100000010011110111111100010010011011101010000110011001010110100110100011101011100101110101110001000110010010010001011101010100011111100000111110101010100000100011100100111011000001110001100100010000100010010111000010110111010111
1,14,33.1039,66.47634,11,6,000101100000010011110111111100010011100010100001110001100101010110100110100011101011100101110101110001000110010010010001011101010100011111100000111110101010100000100011100100111011000001110001100100010000100010010111000010110111010111
1,15,32.11156,101.8572,11,7,000101100000010011110111111100010011100010100001110001100101110001110100001010101110101110111100111111111010101111010110000001000110000100011001011111010101101100100111011101000010111010011010010110010001010010111100101000100100011101
1,16,39.20743,94.51585,11,14,000101100000010011110111111100010011100010100001110001100101110001110100001010101110101110111100111111111010101111010110000011000110001111001010001001100001010110010100110110101101101000101100101000101111011011011000001010000101110101
1,17,4.135921,75.69802,11,17,000101100000010011110111111100010011100010100001110001100101110001110100001010101110101110111100111111111010101111010110000001000110000100011001000101100111010111111111101101100001101101111111110001001101110010011100011111001100010111
1,18,35.11071,71.90637,11,21,000101100000010011110111111100010011100010100001110001100101110001110100001010101111001111100001110111001010011001011001000100110110000111000001001110001000101000001101110001001100001000111001101111110101011110111101011010010010111101
