generation,microbe,max_distance,distance_travelled,parent1,parent2,chromosome
0,0,13.98476,23.00528,-1,-1,101000000100100110100000010101011111010100111010011001001010111011101101101101000010001110101111101011010001011100110010100001001010101011000111101110000101111100100101011101011100100000110011100100010110010010010011101100110011111011
0,1,3.679533,20.98437,-1,-1,011110011001000110011111011000111110000000011100101110011110000100011100001000110111100101110110111010110111101010010111101010111110011111001000000000000100101101101100001000010111110010011001011111010111110111010100011000011010010110
0,2,5.859954,17.22644,-1,-1,010110100010000011100010011100100111110100110111011110101101010110010110001100101011000101111101101100000001111011000010011011110101100100111101111101010010001001110110110100110101111100000010000100010000001011110000010110101110110101
0,3,15.6871,22.36147,-1,-1,010101001100001111010000101101111101010011101100011110001000110100100110111100100001110101000101100001110010111001111111000101101100111000101011101011110000011011100110110101101010001010110001111111100110110010101001101100001010110001
0,4,7.289227,23.70944,-1,-1,110010001111001011010010110000011101101101000101000101100101110001111101010011100000101111001001000110101110111101001110101010111110111000100000001011111111100011100100011010100100100000011001100011101110111111100111010000100011011011
0,5,6.786231,18.77352,-1,-1,001010011101011101011111000100000110110010001111010101101011001011000001100101001101010010110011011101001111111001010010110100101010010011001101000111000111001000101101001010111111011000110010011110101101101001000111011101010001001000
0,6,2.550471,19.35418,-1,-1,111001010101010110111110000010000100001100101011011110000100001000101001111001011010011100101011110110101001000110001010001000011111010000101111101101111101010110010011000101101001011001011011010110010001011111000101000010101101111011
0,7,0.08584709,2.901623,-1,-1,100000111100001010111100000010110000101111110000100100000110000100000111011011011100011000111010111111101011000110110101110101111001011000100101101111010110010000110010000110000001000010100000011101111000101000001001001011111000001110
0,8,12.47781,36.73792,-1,-1,000111100011001101011010001111111110001011011011111010101010101111111101100010001101010111001100000011111101110101010010000100100000110100011111111101001100000000011001000011111101100110110010011001010111110000101001001001101000000100
0,9,0.05757912,13.02305,-1,-1,111011110000101011101101100001100110000100001110101101010110100010101110100000101000000101000001110010001101001111001000101110000001000110100110010011010000010000100111001101001101111111111101110001000010111111010100011011100110001000
0,10,4.048141,17.22502,-1,-1,000101001011110110001000010101100001011101011011010000100011000000001110000101100001001011010111100010110001101011000111001011110001110100010101001010010101111011000000110110100100100110000000010100111100000001010100001100010010010011
0,11,7.290198,13.19521,-1,-1,101110111100101110001011111000010001100110110100111101011101100111101000000101000110110011101111001100011010011001111111001110010111000001001111001100000011001101110110111011100011100111100110010001001011101000011011010110010001110011
1,0,12.85013,34.14365,0,1,101000010100100110100000010101011111010100111010001001101010110011101101101101000010001110101111101011010001011100100010101001001000111011000111101110000101111101101100001000010111111010011001011111010111110111010100011000001010110110
1,1,2.724986,35.4817,0,3,001000000100101110100000010101011111010101111010001001001010111010100110111100100001110101000101100001110010111001111111000101001100111000101010101010110000011011100110110101101010001010010001111111100110110010101001101100001010110001
