generation,microbe,max_distance,distance_travelled,parent1,parent2,chromosome
0,0,23.73152,26.73284,-1,-1,011101001110101111011111001000000010010111011000011010001001010101101100110000011001101100110010111110101010110101011110011110001100101010000000111110011111010110110010001110000011101010010101111111101011001001110101100100001101000111
0,1,24.50051,53.88316,-1,-1,101000001000000100000111110111010100000010101100010100011011111101010001111000100111011111010101011011110000001100001010000101000100101010000001011000011010001001010011001110011001011111100101000000001010011101000001111000110010011110
0,2,12.31453,51.66979,-1,-1,101001100100100010010110100101010010100010011111100011001010110000010001000110100001000010001010011011101000110111100010011100000110000111100000001001100111101011000001110111110000011000010110010111011110001010101101101101010110111110
0,3,13.05161,32.75565,-1,-1,101000110101110100011110111100001101101010110100110100110010110000001010001000110001110001110110101101011100110001110111000110100111111000011101110110000110000101111110111101100110111110110111110110111110010001000110010111011010101100
0,4,0,12.59876,-1,-1,010100100110111000010010010000111010010110101000000101011000110100000111111011110111110001010101001111011001110101001000011011101011000001101111111110010001011111001001011110001110101001001110100111110011010011110100001001011000111011
0,5,2.091348,22.45251,-1,-1,011000110101001111001000101011011111100011111101100000100100101100100000001001111000100011000101001010110010101110010001111011000000110000000011101110001111010001110010110011100011110100011000001011011111101010101101100110010000110110
0,6,5.902165,7.734421,-1,-1,101010111000010011100101100101011001111011100101111011011001000000101001101111011000011000101010000000001100001100100001110100001100100110111101000110111011101011101100000110000100001010001100110101000010000100001101110111110011011101
0,7,0.7052217,9.990401,-1,-1,011000011010111110100110110011010100001001011100000101001011111101001110111101010001100100000011000100101100001101110000010101010100011001001011111001011010101100111011110000001101100011100111101101111110011111110001111101101110111000
0,8,0,0.7091638,-1,-1,000110111001100000101000101110111001100111101000010100000000110101111001010111011100111110111011110111011010111000001010010100110111011011101110010110010001011011011011011111011011000000001110100011001001111001001110111011100011001101
0,9,3.548754,19.24919,-1,-1,011010001000001011111011011111100000111001010110000001101101010010100001011101110100100001010010110000101101110000100111111011010000100111101100100000010001101001100001000010100100100000100110110011011001111110100011011100001000000000
0,10,2.196168,30.57197,-1,-1,110111001010010011010010010110111010101101011001011101010001011011111011110111101101101100000111000000101101111000010010010010111101001011110110000010001100011011100101110101001111011111010000010101001000101010101011111000010110101111
0,11,0.6548308,8.357554,-1,-1,100010110111001111100001010000010100110100010011111100010100110110111100011110010101111001111101111001110111011101110111110101111100011000010010000000000110100110111000100011001110101111000001111101001101110000100110100101001101001010
0,12,7.943283,8.69072,-1,-1,101001001110000100111001001100011001110100001110101101010000011011110010111000000001000110110101000001011110101100101000110010000111100100111110100010010100011000110010101111100100110110110001101000101100101011110000000010001110111010
0,13,0.1,4582.745,-1,-1,100011100000111110001011100110110001101001101010010000100101011111110000111111011001100101001001110101101010011010011110110111011011101110011110110111100000011101101001000100000111110110000000011101000101000110011001011110010011100010
0,14,34.14018,1342.098,-1,-1,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001011000101010110000011010100011000101111111000101000101001111000000001011000011
0,15,0.4391242,41.98832,-1,-1,110111001111111101111010111011111101000101110100000011101000000010000001111010101011010001101101010010001101001101111111110011010010111101010001100011001010110001111011100100100000100100000101000001111100100101110101001001011000001101
0,16,0,0.3051743,-1,-1,110100101101000000011011001011000100101010001100101001001101101011101100001010000111111101110011001100010001010000100010001010010000110001011010010011001001010011010010100100101010100101110011110000001100110000000110111100111101010011
0,17,9.733739,10.53049,-1,-1,010111101011000110000110110001100111111100000101111001100111001111010101100010011011100101101010111011101110010011101001111011110111101111100111110100100110001110011100111110110001110100010100100110111110111101010001101100101100011001
0,18,9.584069,21.53792,-1,-1,110010101100011100110101010100010000101101100101001010010000101100101110011111001100010111011101010110001011110000100001111101000001001011101101000101100010111101010110101110100111111011010111110001110011100000010110000011000111001100
0,19,0,9.451447,-1,-1,000000011011001000001110001110110111101100011011011001110111101101011010100010000101000011110101010011000011101010111110111110001110110100101000101111111001010100100100101111111101111011111010010110111011110111100010011010110001101100
1,0,28.33452,72.57415,14,0,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001011000101010110000011010100011000101111111000101000101001111000000001011000111
1,1,67.15135,109.1927,14,0,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001011000101010110000011010100011000101111111000101000101001111000100001101000111
1,2,75.94071,152.3041,14,0,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100101010110101011110011110001100101010000000111110011111010110110010001110000011101010010101111111101011001001110101100100001101000111
1,3,29.40362,140.0966,14,0,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001110101010110101011110011110001100101010000000111110011111010110110010001110000011101010010101111111101011001001110101100100001101000111
1,4,10.74241,107.3997,14,0,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110011110011111010110110010001110000011101010010101111111101011001001110101100100001101000111
1,5,13.38536,63.04176,14,0,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001100110010111110101010110101011110011110001100101010000000111110011111010100110010001110000011101010010101111111101011001001110101100100001101000111
1,6,38.54848,61.75167,14,1,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101011011011110000001100001010000101000100101010000001011000011010001001010011001110011001011111100101000000001010011101000001111000110010011110
1,7,25.38757,105.4505,14,2,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001011000101010110000011010100011000101111111000101000101001111000000000110111110
1,8,29.1628,86.87643,14,3,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111100110001110111000110100111111000011101110110000110000101111110111101100110111110110111110110111110010001000110010111011010101100
1,9,15.16341,77.38592,14,10,101001100000000101000111111110100000000001011001011101010001011011111011110111101101101100000111000000101101111000010010010010111101001011110110000010001100011011100101110101001111011111010000010101001000101010101011111000010110101111
1,10,32.80769,85.62121,14,0,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101011110010110001100101010000000111110011111010110110010001110000011101010010101111111101011001001110101100100001101000111
1,11,8.083865,84.84162,14,1,101001100000000101000111111111010100000010101100010100011011111101010001111000100111011111010101011011110000001100001010000101000100101010000001011000011010001001010011001110011001011111100101000000001010011101000001111000110010011110
1,12,20.39945,73.87833,14,1,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001011000101010110000011001011111100101000000001010011101000001111000110010011110
1,13,8.611514,53.58979,14,1,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010100101011011110000001100001010000101000100101010000001011000011010001001010011001110011001011111100101000000001010011101000001111000110010011110
1,14,24.36945,38.92932,14,1,101000001000000100000111110111010100000010101100010100011011111101010001111000100111011111010101011011110000001100001010000101000100101010000001011000011010001001010011001110011001011111100101000000001010011101000001111000110010011110
1,15,41.99236,83.65385,14,1,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001011000101010110000011010100011000101111111000101000101001111011000110010011110
1,16,29.01061,95.22563,14,2,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001011000100001110111110000011000010110010111011110001010101101101101010110111110
1,17,44.77106,97.76968,14,3,101011100000000101000111111110100000000010110100110100110010110000001010001000110001110001110110101101011100110001110111000110100111111000011101110110000110000101111110111101100110111110110111110110111110010001000110010111011010101100
1,18,29.77656,100.9161,14,3,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101101110110000110000101111110111101100110111110110111110110111110010001000110010111011010101100
1,19,21.41376,91.68268,14,6,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001011000101010110000011010100011000101111111000010000100001101110111110011011101
2,0,83.81839,212.3945,8,10,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111100110001111110010110001100101010000000111110011111010110110010001110000011101010010101111111101011001001110101100100001101000111
2,1,45.7706,152.8045,10,14,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111000001100001010000101000100101010000001011000011010001001010011001110011001011111100101000000001010011101000001111000110010011110
2,2,30.31143,96.42345,12,16,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001010000101010110000011001011111100101000000001010001010101101101101010110111110
2,3,61.86711,111.3745,12,17,101001100000000101000111111110100000000000010110110111111010101110010100001101001000001010101010001100111001001101101000001001011101111111101110010101010001011000101010110000100110111110110111110110111110010001000110010111011010101100
2,4,4.309715,107.3136,13,17,101001100000000101000111111110100000000000010110110111111010101110010100001101110001110001110110101101011100110001110111000110100111111000011101110110000110000101111110111101100110111110110111110110111110010001000110010111011010101100
