generation,microbe,max_distance,distance_travelled,parent1,parent2,chromosome
0,0,0,0,-1,-1,000000111111111000110000100001001110100110000100111111011010101000001001010011001110101010110111000111101100101011100100011011010011110010111011111001010011101110111111110100100011110010001011001111111101011010011011110011011111011100
0,1,3.778513,11.06928,-1,-1,000001111111001100001111111110100100010000110100100100101000110110010111010001100011000011100010101011111000001000010101111001011011110111111000010111111111010011101001101011100010110010000011011110110001110100111001000000011000011111
0,2,0.07364184,4.200198,-1,-1,000011101111000001001110100001010111110111110000101101010100100101100001111110111100001010111100110001010011001000101101011101101110001011100111001100111110011110111000000110110000101111000011011110101111111101000011100100111111110001
0,3,1.109396,5.339765,-1,-1,001010011111110011000010011001110100111000111101111000111001010011101010001111111011100101100011011100011111011011010111111111000111101011011000011100000111010110101001110011110000011111100010101101011010110101001110011011000000100100
0,4,6.941305,12.28568,-1,-1,001101110000011101011110110100010011100010101001101101011001011010000110111010110000111000100001101100000101101110011011011001011110001000010101001000110001001011100010101000100101010100010000011100100100100111100010011101010001100010
0,5,3.328005,11.18748,-1,-1,110001111110100101011011010101111001100111111010000000111101111111000001111001111101010010101110101101111000111100010001000000111011011100110110011001010001001110011001010101011000100001111111100011001101101011111111000110000000101111
0,6,6.090683,16.36777,-1,-1,000001000101101101100101001100011010010000111000011000110111100010010011111001001101110001001010000100010000100000010110000010001101101110101101011101100001111010000111100000001000100101011001101111101010011010010011011001100100011111
0,7,3.004379,16.04025,-1,-1,001010110000101100100011011100010100110110010010111010011001000010011001001111101000010011010101000111101101010000101111011000101001000101100101110001001010010110011001000100101010000000111111010010011110011110101010110011010000001011
0,8,0.4940065,12.16801,-1,-1,110011100111101101001010000111100111011111111001001111110110101101111101001110110001000110010000111000101001011111100000110101011001000000001011100101000000001001011011101101001010101000010100010000101000110011100101110000010110010100
0,9,13.3159,23.55105,-1,-1,100111101111000100100000110001011101010000000111111001011011000001001010101001010100111110111010111111000010110111100111001000010101101011110100100011000101100100111011011001101011000011010000100111010010000101001111100101111110001110
0,10,0.0198996,12.8747,-1,-1,000110110001111001111101111110000101100111111101111011111001011011011000011100111110001010010011000011110010111101011011010111101000110011110101000100000111100111100100000100110001110000100001011000010001111001110001001110011000001011
0,11,6.730596,9.931363,-1,-1,111110010111101010100010111101101010110010000010111001100111010011101010111000110101001010011001011101000111010101111110001001010110011010100100110101101010000001010110010000000001101010100111010000110011001110110101000011011110011101
0,12,2.779945,18.0542,-1,-1,100010110000000101110011110000000110010110110000101010100111100000000001110100011001010010100111001011110010101011010000100001111011110100111001110001011100111110100000011010111100011111010011010111110111110100010010101111001111100000
0,13,0.2170283,8.576307,-1,-1,111000011100111010100101000100001101110011001100110001101000110111110010010101010000101101010111110110110011000001001100000100101001100011100100011111010110000011010011101101110111001001001000001010000100101011101010000001011111111100
0,14,1.13813,13.54704,-1,-1,111001001100010100000101010110110010101010110011011010100100100101000111101110100000000100100110010111111110011100101010110011110110011110010111001101010110110010011000010101111001011101011000110101000100101001011100011000000000001110
0,15,4.019713,10.20495,-1,-1,000011010100001100101111110111110100000111000111100100111000100000100111101000011001100000001010110101010000011110111101011111100100100010010001101110110101011100100011100100101100100100101111111111101001000000001111011110110000100111
0,16,1.499596,6.222288,-1,-1,110110011101101011011110010101010101110001001100000010110100001111011111110101010000100101011001110100011101111010001010011011111111011100110101100010000010100001000010111011000010000000010010111001110100010101001110111101100001110101
0,17,4.097052,25.39338,-1,-1,110101100011010010011101010000010110000010101001100010010100100101101111010001000110100001011001000000110101101101111110010010100101011000111011110101000101100010011010110010111100111100001110111011100011101000011001100011101011110011
0,18,3.266068,27.65092,-1,-1,011101100101101001010000011010001101010101000111110000100101001001101110001100011010101101100001101000110000010111101101001110010110100111001111011111001110111111010100011010101000111001110100001101110110111111000001000011000101001101
0,19,0.09713054,4.229842,-1,-1,001011010011000001010110111101101010001010101001000110111000010010100110001010101110111010101010011100100101010101001011011101101011000111100001101001010001111011001100000011000110010010101000101100100000111101000111010011101101100010
