generation,microbe,max_distance,distance_travelled,parent1,parent2,chromosome,pop-10_gens-5_random-bits-0-15_500
0,0,2.312795,30.81668,-1,-1,000100000101010101011000011111111011101110111110110010001001000000010100100111010000011010110001101101111100001001011100001110110010001111111010110010110010100010110010111010010100101011000010101010100011001001011011000010110011011011
0,1,0.007547538,1.798913,-1,-1,100010111000001010010010111111101011111001000011011100000001110001010000010001100001011010100000001101111100001011011100010100101110110100010101110100001110110010100100111111011110100000110010110101001011110001101101001011100110101001
0,2,2.903437,21.0818,-1,-1,111001000001111111011101011100101000001000110001101101101010010100000010101001110000000100000101100101101100000010110000001000100001000100011010001100011110010010011110110011100101101100100001001001111000100010001100011011111000000101
0,3,0.03221946,4.977432,-1,-1,010010111011011010010101010101101100100100010110110010100111111100011011011011011010111001101000100100100001110001100100110010000101001100101001110000101101000011110111110100111101001001101011001010100111101110000100011000101100110000
0,4,3.339673,5.723246,-1,-1,101011111111110111000010010110111011001011011111000110010110010111010111000100011111100100000000001000100000100011011100011111011011101011001000011010101000011000100000100010011110110001100100100001011101011000100000100110010100010001
0,5,0.008774327,3.448115,-1,-1,001110011001010001001100001110110010110011011011111001010010000001010011011100001010000110100100111000111101100000000000010101111110010111100100001111110011001101001111001101000011100110100011000001010010010110111001110001101110011100
0,6,2.283168,13.57833,-1,-1,111001101000111011000011101111110011011000010111111111110111101000101100101010110110111010010101111100101001110111010101011111010101100001101110100011110101111100111010011001110101100000111100011000010101000000001010011110011010010010
0,7,1.992862,37.11035,-1,-1,011001100001001100011111100011111011011000000100011011100011110000011001000011110111010010011011011101101000011100111000010001000111010001000011110101110111011101110111000010101000101000111011111101010011101001110001100000110001111011
0,8,1.641185,5.949153,-1,-1,001110110011101011100001010001010110010010000011010101000100110010001011100101011110000010101001011111011111001001101001100000010110010101000010101001000001110100110100000001011111000010001100111011000101101000011111010000001111010100
0,9,0.2437443,5.005677,-1,-1,001011011100111001010010000100100000110100111011111101111011011100010101111100010010101011010001100110010001001110011001100001111111011011110011101011100000000011110001001110001100010111100111011001111010100010110010101111111001100000
1,0,2.316994,16.54011,0,4,100100000101010101001010000111111110101111111110110000001001000000010100100101000010011010110100101101110100001101110110001111100000001111111011110110101001011000100000111000011110010001011100100001011111011100100000100110110101010001
1,1,5.298579,18.87436,0,4,000000000101010101001000011111111011011110111111111100000001000000010100100111000100110010010101101101111100000001011101011111101010011011011000001000101000010000100000100000011010100001000100100011011101011100100000100110010101111001
1,2,18.51828,23.67738,0,4,010100001111010101011000001010101011111100011110010010001000000000010000101011111001010010010001101101101000001001011100001110110010001111111000010010100010100010111010111011010100001011000011101111110011110001011010000100010110010001
