generation,microbe,max_distance,distance_travelled,parent1,parent2,chromosome,pop-10_gens-5_random-bits-0-15_500
0,0,3.056113,3.207286,-1,-1,000111011110111011000111110000010001101010111010010110111101110010101010010101010001100110101001111011010101011011001001101100011110000011000010101001101101101011001110010100001000111110111011111101011101100100010010110010010010000100
0,1,0.3151341,3.780832,-1,-1,100000110000101011101110111010011011100110000001111111100110110111000101101010110110001101001100010111101110101110000101101111010110011100011110101100100110100100100010111101011110011100000101110011111011011101111011001001111101000110
0,2,3.75968,4.243904,-1,-1,000101010111110010110011101101010010010101001011000000011101110110111000000001000101001111101011111101011011000010101100110010011101101000011001110111111110000001011010111111100011110101110100101100010111001001100011110000010001100100
0,3,1.226588,6.520321,-1,-1,111001011111101101101100110000011101000111000100010010111111111100101000111101111001101000111001110011001111100001000111010001100010101010111011011111100101110111110111000001010010101101010111110011100100110111010110110011100111100100
0,4,0.3201548,3.501185,-1,-1,111010100110000011000011010000101010000100011101011100100010000011001101111100000101011100101111010110011100110111101110000010011000010100001011110010000011011100101111011000000000011110100011110010110101000111100100111101110100000101
0,5,4.475192,4.802601,-1,-1,101110110010100010100111110110011100000010110111000100101101000001010011010000011011000111011011010110101010101110000011110101000001011100110110011010100101001001111011101100011110111001110100000111011111001000100011000010111011101101
0,6,6.866136,10.99791,-1,-1,101011101110111001011011111110110010001001110011111111010111011100101100101001001000100011100101000110011110101101111100110000010011010111101110101111100011111100000101001000010100011110111110110110110010101001100100100001010101101000
0,7,1.589805,11.25279,-1,-1,001101010011011010101001010100110011111110001111010011110010000101100011001111011110001111011010101101000111011010011100011101101000111001110100011111000111011011100100010100011110100100010000100101000000011011101101111010101110010100
0,8,0,1.431079,-1,-1,010100110100000000111000001111100011011001000001100010011100111000001101100100100001010001101001101000001011111111010111011000001000101001011101011101101110000101110010111001100001110001010001110100110110110101101010101001011010110110
0,9,9.276308,9.011561,-1,-1,110101111011110111010000101101001001111000101010110100011111010001001011010011111000110010011101110100110010011011111111001101110100000001111110011100101011110100001101010110011110111000000111011011110010110100110001100111100000100001
1,0,5.945982,23.25241,6,9,101011101110111001011010111111100010011001010010111111000111010100101110011101011001100010101101000100011110101101111100111000000011000111111110001100101011110100001101010110011010101001100110011011010010111100110001000111100110100001
1,1,0.8994109,6.693442,9,0,110100111011110111010000101101001011011000101011101101011110010001011001010100001100100111101001101011010101011011001011101100111111000011010010101001101111100011001110010000101000110011010011111101011101100110010100011010010010000100
1,2,3.083917,6.017864,9,3,110101111011110111010010101000000001111100101010110100011101010001001011010011111000100011011101110011001101010011100001010011100110101010101011010111100001010111100110000001000010101101110100100011100100110111010100110011100111100101
1,3,0.6849882,10.57212,9,5,111101101011100111010100110100001001111000101000100101010111000001000111010010111011110000011101010101100010011101111111101101110100000101111110000100101011111101111111111100011110111001110100000011011110101000000011000010111011100000
1,4,6.631087,8.181685,9,6,110011100111110111010000101101001001111001100010110000010011010101000011010011110000110010011101110000010011111000111111011101110110000011111110001111010011111100000101001000010000011110111010110110110111101001000110110001011101111000
1,5,3.603149,10.66604,9,6,110100111111010111110000011101011001111001101010011111000111111110111110101001100000000010100101010110010110111100110100110000000011010111001110101110000011111101000101001100010100011110111101010110110011111001111110110001000101001010
1,6,0.5891708,5.66757,9,6,010101111011110111010100101110101001111000100010110100011011110001001011110001011010110010011101010100100010111010111111001101110100000101111111011101111011110110001101010000010110111101000111010111111110111101110110101000001101100000
1,7,4.442166,7.301519,9,6,110001111010110111010000101101101001010001111011111111010111001000101100101100001000100011100101000111000110101101111100110000010010111001100111101111110011111110110111001100100100011110111110011110110110101101100111100001000101101000
1,8,8.5881,12.56497,9,6,110001111011110111011000100111011001111101100010010100001111010001001001010011101000110000111101110100110000110011010111100100010010010111101110010111100011110101000111101000010100011110111110111110110010101001000100110001010101101000
1,9,1.661542,9.952655,9,6,110001111011110101000100101111011001111000001010000100010101010001001011010001001000111010011100110100110010011011111100110000010011000101001110101111100011111100000001001100110100011110111111110100110010101101100100000001010101101100
2,0,5.752032,30.66275,5,0,000100100101011110111000011110011001110001101010011111110111111100110110110011100000100100100001010110010101111110110100010000010001010011000110111110000001110101000100011100000110011110111100010110110011011011111110110001000101100001
2,1,0.5029505,10.22798,5,1,110100011111110101110000011101010001111001101010011111000110111111011110111001001010000010100001011011010101010011001011100110011111000000010010101001101111100011101110010000101000100011011011101101000101111000010100000110110010000100
2,2,1.553402,3.815735,7,2,111011110010110111010000101100101000011001110001111111010111001000100100101100001110100011100111000011000110101101111100101000010010111101100111101111110011101100110101000101100100011110101111011110100000100111011101010101100111100101
2,3,1.194641,9.214365,7,4,110001111010110110010000101101111001010001111011011111110111001100101100101000001010101011000011000111000110101001111100100000010010011001110101101111110001011110110110001110100100011110111010011100110110101001000010110001011101101000
2,4,2.102412,3.964578,8,5,100101111111110111011000100011111001111101100010110100001110010101001101011111111000111000000101110100110100101011010001000100010010010111111000010111100111110101100110100000010100011110011111000110111011111001011110010011000100001010
2,5,2.585529,4.900441,8,5,110010111011110111011000100111010101111101100010010101000111011001000001000000100000001011000101110100000110011100110100110000100101111111101100101100100011111100001101011001000100100110111101010110011011101001110110100001011101001010
2,6,0.7686962,9.590384,8,5,011001111010110111111000100101011011111111110110011110000111111110111110111011101100000010100101110100011101111100010100111000010011010111000110101110000001111100100111001000010100011110011111010110110111111001110110100100001101011000
2,7,2.015432,4.281412,8,7,110001111011010111011100101110011001111111100010110101001111010011001001010100001011001111101101010111000010101111111000010000110010111001000101101111010010111110011111001101100110011110111111010101110110101001100011100101000100111000
2,8,2.347877,4.465748,8,9,110010111100110111011000100011011001111101001010010100111111010101001001010010111000110001111111110100110000100011000111100100010010010110110111010101110011110101001101101000010100001111111111110100010011100101000000000101010001101110
2,9,1.117719,4.062274,8,2,110101110011010100111000110111011001111101100010010100001111011001001001010011101000011000111001110100110010101111100011010110001111101010100001010111100001010101100110000010001011101101110100101011000100010111010100110011110111110111
3,0,2.629205,10.01093,3,9,110101111011010110111001100100110111110100101011010000001111011001001001010010101000110101111001000100100010101110100111010110111110101010101001010111101111010101100010000010101011010111010101101111001000010110010000110011111111010011
3,1,1.032881,8.796064,5,0,110010111010011111010100100101011101111001100000010101000110000001100001010000101001000100101011110110010101111110010110010000000101010010000110011111000011110101001100011100000110010010011100010110010011011010111111110000000101000000
3,2,2.004328,5.96808,5,0,110010001011110110010000101101010101111001100010010101000111011011010001100000100000001110010111110100010110111100110100100011100001101110101101101100100011111101000100001110000111011010111000010000100011111011111110111001100111001000
3,3,1.12175,8.292102,5,0,110010111011100111011000110111010101101101100010010001000011011001011001001010100000001001110101010100000110011000010100111000100101110111100100101000100011111100001000010000001110111100110110010110111011011001011111110001000101100101
3,4,1.230633,3.033359,5,0,110000111011110111111000100111010111011101110010011101000110011001000001000000000010001111000101110100000010001110110100111001000101110011101100101000100001110100000100001100000110010110111100010100100011010011110110010001001101100011
3,5,4.976967,5.860318,5,0,110010111010110110111000100111010011111100100011010101010111011001000000000000100000001010000100111100010111001100110110111001100101101111111100101101110011111010000101111001001101100110011100010110011011101001110111110001000100100001
